family,depth,f1,v1,f2,v2,rate,base,n
bounce,2,station|etype,edge|TRAV,q_rng100_5m,"(0.094, 0.598]",0.902,0.302,604
bounce,2,station|etype,edge|TRAV,q_zt100_15m,"(38.0, 100.0]",0.897,0.302,369
bounce,2,station|etype,edge|TRAV,q_rng100_15m,"(0.147, 1.062]",0.894,0.302,654
bounce,2,station|etype,edge|TRAV,q_zt100_1h,"(28.0, 100.0]",0.893,0.302,328
bounce,2,station|etype,edge|TRAV,q_rng100_1h,"(0.53, 2.052]",0.879,0.302,828
bounce,2,station|etype,in_25|TRAV,q_rng100_5m,"(0.094, 0.598]",0.878,0.302,592
bounce,2,station|etype,faredge|TRAV,q_rng100_5m,"(0.094, 0.598]",0.874,0.302,581
bounce,2,station|etype,in_25|TRAV,q_rng100_15m,"(0.147, 1.062]",0.874,0.302,660
bounce,2,station|etype,edge|TRAV,q_zt100_5m,"(37.0, 100.0]",0.872,0.302,437
bounce,2,station|etype,edge|TRAV,q_zt100_4h,"(20.0, 96.0]",0.867,0.302,483
bounce,2,station|etype,edge|TRAV,q_rng100_5m,"(0.598, 0.863]",0.866,0.302,864
bounce,2,station|etype,mid|TRAV,q_rng100_5m,"(0.094, 0.598]",0.862,0.302,594
bounce,2,station|etype,edge|TRAV,q_rng100_4h,"(2.1990000000000003, 4.196]",0.861,0.302,890
bounce,2,station|etype,faredge|TRAV,q_rng100_15m,"(0.147, 1.062]",0.859,0.302,658
bounce,2,station|etype,in_25|TRAV,q_rng100_1h,"(0.53, 2.052]",0.859,0.302,828
bounce,2,station|etype,mid|TRAV,q_rng100_15m,"(0.147, 1.062]",0.858,0.302,661
bounce,2,station|etype,in_25|TRAV,q_rng100_5m,"(0.598, 0.863]",0.854,0.302,876
bounce,2,station|etype,in_75|TRAV,q_rng100_5m,"(0.094, 0.598]",0.853,0.302,597
bounce,2,station|etype,faredge|TRAV,q_rng100_1h,"(0.53, 2.052]",0.853,0.302,835
bounce,2,station|etype,edge|TRAV,q_rng100_15m,"(1.062, 1.479]",0.851,0.302,877
bounce,2,station|etype,edge|TRAV,q_volr_4h,"(0.162, 0.901]",0.851,0.302,872
bounce,2,station|etype,mid|TRAV,q_rng100_1h,"(0.53, 2.052]",0.846,0.302,829
bounce,2,station|etype,in_25|TRAV,q_zt100_15m,"(38.0, 100.0]",0.844,0.302,372
bounce,2,station|etype,in_25|TRAV,q_rng100_4h,"(2.1990000000000003, 4.196]",0.843,0.302,890
bounce,2,station|etype,edge|TRAV,q_net20_4h,"(-0.889, 0.251]",0.842,0.302,819
bounce,2,station|etype,in_75|TRAV,q_rng100_15m,"(0.147, 1.062]",0.841,0.302,662
bounce,2,station|etype,mid|TRAV,q_rng100_5m,"(0.598, 0.863]",0.838,0.302,879
bounce,2,station|etype,in_75|TRAV,q_rng100_1h,"(0.53, 2.052]",0.838,0.302,833
bounce,2,station|etype,edge|TRAV,q_rng100_1h,"(2.052, 2.836]",0.838,0.302,868
bounce,2,station|etype,in_25|TRAV,q_volr_4h,"(0.162, 0.901]",0.837,0.302,870
bounce,2,station|etype,in_25|TRAV,q_rng100_15m,"(1.062, 1.479]",0.834,0.302,872
bounce,2,station|etype,mid|TRAV,q_rng100_4h,"(2.1990000000000003, 4.196]",0.83,0.302,892
bounce,2,station|etype,mid|TRAV,q_volr_4h,"(0.162, 0.901]",0.83,0.302,871
bounce,2,station|etype,in_25|TRAV,q_zt100_5m,"(37.0, 100.0]",0.83,0.302,452
bounce,2,station|etype,edge|TRAV,q_net100_1h,"(-0.978, 0.339]",0.829,0.302,795
bounce,2,station|etype,in_25|TRAV,q_net20_4h,"(-0.889, 0.251]",0.829,0.302,817
bounce,2,station|etype,in_25|TRAV,q_zt100_1h,"(28.0, 100.0]",0.828,0.302,331
bounce,2,station|etype,in_75|TRAV,q_rng100_5m,"(0.598, 0.863]",0.827,0.302,869
bounce,2,station|etype,mid|TRAV,q_rng100_15m,"(1.062, 1.479]",0.827,0.302,875
bounce,2,station|etype,faredge|TRAV,q_volr_4h,"(0.162, 0.901]",0.826,0.302,868
bounce,2,station|etype,in_25|TRAV,q_rng100_1h,"(2.052, 2.836]",0.825,0.302,868
bounce,2,station|etype,faredge|TRAV,q_rng100_15m,"(1.062, 1.479]",0.824,0.302,884
bounce,2,station|etype,faredge|TRAV,q_rng100_5m,"(0.598, 0.863]",0.823,0.302,860
bounce,2,station|etype,faredge|TRAV,q_rng100_4h,"(2.1990000000000003, 4.196]",0.823,0.302,892
bounce,2,station|etype,mid|TRAV,q_net20_4h,"(-0.889, 0.251]",0.819,0.302,819
bounce,2,station|etype,faredge|TRAV,q_net20_4h,"(-0.889, 0.251]",0.819,0.302,822
bounce,2,station|etype,mid|TRAV,q_rng100_1h,"(2.052, 2.836]",0.819,0.302,868
bounce,2,station|etype,edge|TRAV,q_net100_15m,"(-0.66, 0.032]",0.817,0.302,716
bounce,2,station|etype,in_75|TRAV,q_volr_4h,"(0.162, 0.901]",0.817,0.302,870
bounce,2,station|etype,in_25|TRAV,q_zt100_4h,"(20.0, 96.0]",0.817,0.302,486
bounce,2,station|etype,edge|TRAV,q_net100_1h,"(0.339, 1.829]",0.816,0.302,928
bounce,2,station|etype,in_75|TRAV,q_rng100_15m,"(1.062, 1.479]",0.816,0.302,881
bounce,2,station|etype,in_75|TRAV,q_rng100_4h,"(2.1990000000000003, 4.196]",0.816,0.302,892
bounce,2,station|etype,edge|TRAV,q_net20_1h,"(0.015, 0.582]",0.815,0.302,845
bounce,2,station|etype,edge|TRAV,q_net100_5m,"(-0.013, 0.406]",0.814,0.302,885
bounce,2,station|etype,edge|TRAV,q_net20_5m,"(-0.011, 0.214]",0.814,0.302,901
bounce,2,station|etype,edge|TRAV,q_net20_15m,"(-0.013, 0.302]",0.813,0.302,891
bounce,2,station|etype,in_75|TRAV,q_net20_4h,"(-0.889, 0.251]",0.812,0.302,816
bounce,2,station|etype,in_25|TRAV,q_net100_1h,"(-0.978, 0.339]",0.811,0.302,795
bounce,2,station|etype,mid|TRAV,q_net100_1h,"(-0.978, 0.339]",0.808,0.302,801
bounce,2,station|etype,in_25|TRAV,q_net20_15m,"(-0.013, 0.302]",0.808,0.302,905
bounce,2,station|etype,edge|TRAV,q_net20_1d,"(-1.759, 0.813]",0.807,0.302,924
bounce,2,station|etype,faredge|TRAV,q_net100_1h,"(-0.978, 0.339]",0.806,0.302,810
bounce,2,station|etype,edge|TRAV,q_net100_4h,"(-1.614, 0.854]",0.806,0.302,896
bounce,2,station|etype,in_75|TRAV,q_rng100_1h,"(2.052, 2.836]",0.806,0.302,864
bounce,2,station|etype,in_25|TRAV,q_net100_5m,"(-0.013, 0.406]",0.805,0.302,914
bounce,2,station|etype,edge|TRAV,q_volr_1h,"(0.858, 1.1]",0.804,0.302,899
bounce,2,station|etype,edge|TRAV,q_net20_15m,"(-0.33, -0.013]",0.803,0.302,860
bounce,2,station|etype,edge|TRAV,q_rng100_4h,"(4.196, 5.232]",0.803,0.302,930
bounce,2,station|etype,edge|TRAV,q_net20_1h,"(-0.549, 0.015]",0.801,0.302,815
bounce,2,station|etype,in_25|TRAV,q_net20_1h,"(0.015, 0.582]",0.8,0.302,851
bounce,2,station|etype,edge|TRAV,q_net100_5m,"(-0.434, -0.013]",0.799,0.302,824
bounce,2,station|etype,faredge|TRAV,q_rng100_1h,"(2.052, 2.836]",0.799,0.302,864
bounce,2,station|etype,edge|TRAV,q_volr_4h,"(0.901, 1.133]",0.799,0.302,1021
bounce,2,station|etype,in_25|TRAV,q_net100_1h,"(0.339, 1.829]",0.798,0.302,931
bounce,2,station|etype,in_25|TRAV,q_net20_5m,"(-0.011, 0.214]",0.798,0.302,905
bounce,2,station|etype,edge|TRAV,q_zt100_4h,"(9.0, 20.0]",0.798,0.302,890
bounce,2,station|etype,in_25|TRAV,q_net100_15m,"(-0.66, 0.032]",0.797,0.302,730
bounce,2,station|etype,in_75|TRAV,q_net100_1h,"(-0.978, 0.339]",0.797,0.302,806
bounce,2,station|etype,in_25|TRAV,q_net20_1d,"(-1.759, 0.813]",0.797,0.302,922
bounce,2,station|etype,edge|TRAV,q_rng100_15m,"(1.479, 2.158]",0.797,0.302,1059
bounce,2,station|etype,edge|TRAV,q_net20_5m,"(-0.245, -0.011]",0.796,0.302,972
bounce,2,station|etype,in_25|TRAV,q_net100_4h,"(-1.614, 0.854]",0.794,0.302,896
bounce,2,station|etype,edge|TRAV,q_net20_4h,"(0.251, 1.521]",0.794,0.302,934
bounce,2,station|etype,edge|TRAV,q_pos100_5m,"(0.868, 1.0]",0.793,0.302,835
bounce,2,station|etype,edge|TRAV,q_net100_15m,"(0.032, 0.711]",0.792,0.302,822
bounce,2,station|etype,in_25|TRAV,q_volr_1h,"(0.858, 1.1]",0.792,0.302,906
bounce,2,station|etype,mid|TRAV,q_zt100_4h,"(20.0, 96.0]",0.792,0.302,486
bounce,2,station|etype,in_25|TRAV,q_rng100_4h,"(4.196, 5.232]",0.791,0.302,930
bounce,2,station|etype,edge|TRAV,q_zt100_1d,"(18.0, 73.0]",0.791,0.302,755
bounce,2,station|etype,mid|TRAV,q_net20_15m,"(-0.013, 0.302]",0.789,0.302,914
bounce,2,station|etype,in_25|TRAV,q_rng100_15m,"(1.479, 2.158]",0.788,0.302,1057
bounce,2,station|etype,edge|TRAV,q_zt100_1d,"(10.0, 18.0]",0.788,0.302,968
bounce,2,station|etype,in_25|TRAV,q_zt100_4h,"(9.0, 20.0]",0.787,0.302,888
bounce,2,station|etype,mid|TRAV,q_net20_5m,"(-0.011, 0.214]",0.786,0.302,908
bounce,2,station|etype,in_25|TRAV,q_net20_5m,"(-0.245, -0.011]",0.784,0.302,972
bounce,2,station|etype,in_25|TRAV,q_volr_4h,"(0.901, 1.133]",0.783,0.302,1024
bounce,2,station|etype,mid|TRAV,q_net100_4h,"(-1.614, 0.854]",0.782,0.302,894
bounce,2,station|etype,in_25|TRAV,q_pos100_5m,"(0.868, 1.0]",0.782,0.302,818
bounce,2,station|etype,mid|TRAV,q_volr_1h,"(0.858, 1.1]",0.782,0.302,904
bounce,2,station|etype,mid|TRAV,q_zt100_15m,"(38.0, 100.0]",0.782,0.302,380
bounce,2,station|etype,edge|TRAV,q_net20_1d,"(-15.889999999999999, -1.759]",0.781,0.302,1026
bounce,2,station|etype,faredge|TRAV,q_zt100_5m,"(37.0, 100.0]",0.781,0.302,508
bounce,2,station|etype,edge|BREAK,q_zt100_15m,"(38.0, 100.0]",0.781,0.302,1886
bounce,2,station|etype,mid|TRAV,q_rng100_4h,"(4.196, 5.232]",0.78,0.302,927
bounce,2,station|etype,mid|TRAV,q_zt100_1h,"(28.0, 100.0]",0.78,0.302,337
bounce,2,station|etype,in_25|TRAV,q_net20_1h,"(-0.549, 0.015]",0.779,0.302,816
bounce,2,station|etype,mid|TRAV,q_net20_1h,"(0.015, 0.582]",0.779,0.302,854
bounce,2,station|etype,mid|TRAV,q_net20_1d,"(-1.759, 0.813]",0.779,0.302,922
bounce,2,station|etype,edge|TRAV,q_rng100_5m,"(0.863, 1.283]",0.779,0.302,1092
bounce,2,station|etype,mid|TRAV,q_net100_5m,"(-0.013, 0.406]",0.778,0.302,893
bounce,2,station|etype,edge|TRAV,q_net100_4h,"(-14.446, -1.614]",0.778,0.302,1051
bounce,2,station|etype,in_75|TRAV,q_volr_1h,"(0.858, 1.1]",0.778,0.302,906
bounce,2,station|etype,in_25|TRAV,q_net100_5m,"(-0.434, -0.013]",0.777,0.302,820
bounce,2,station|etype,mid|TRAV,q_net100_1h,"(0.339, 1.829]",0.777,0.302,929
bounce,2,station|etype,in_25|TRAV,q_net20_4h,"(0.251, 1.521]",0.777,0.302,936
bounce,2,station|etype,in_25|TRAV,q_net20_15m,"(-0.33, -0.013]",0.776,0.302,844
bounce,2,station|etype,faredge|TRAV,q_net20_15m,"(-0.013, 0.302]",0.776,0.302,901
bounce,2,station|etype,faredge|TRAV,q_zt100_4h,"(20.0, 96.0]",0.776,0.302,491
bounce,2,station|etype,in_25|TRAV,q_zt100_1d,"(10.0, 18.0]",0.776,0.302,968
bounce,2,station|etype,in_75|TRAV,q_net20_15m,"(-0.013, 0.302]",0.775,0.302,903
bounce,2,station|etype,faredge|TRAV,q_volr_1h,"(0.858, 1.1]",0.775,0.302,916
bounce,2,station|etype,mid|TRAV,q_zt100_5m,"(37.0, 100.0]",0.775,0.302,472
bounce,2,station|etype,mid|TRAV,q_net100_15m,"(-0.66, 0.032]",0.774,0.302,734
bounce,2,station|etype,faredge|TRAV,q_net20_5m,"(-0.011, 0.214]",0.774,0.302,863
bounce,2,station|etype,edge|TRAV,q_rng100_1h,"(2.836, 4.139]",0.774,0.302,1114
bounce,2,station|etype,mid|TRAV,q_volr_4h,"(0.901, 1.133]",0.774,0.302,1019
bounce,2,station|etype,faredge|TRAV,q_net100_5m,"(-0.013, 0.406]",0.773,0.302,869
bounce,2,station|etype,in_25|TRAV,q_net100_15m,"(0.032, 0.711]",0.773,0.302,821
bounce,2,station|etype,faredge|TRAV,q_net20_5m,"(-0.245, -0.011]",0.773,0.302,940
bounce,2,station|etype,faredge|TRAV,q_net20_1d,"(-1.759, 0.813]",0.773,0.302,926
bounce,2,station|etype,mid|TRAV,q_rng100_15m,"(1.479, 2.158]",0.773,0.302,1055
bounce,2,station|etype,mid|TRAV,q_pos100_5m,"(0.868, 1.0]",0.773,0.302,825
bounce,2,station|etype,mid|TRAV,q_net100_5m,"(-0.434, -0.013]",0.772,0.302,832
bounce,2,station|etype,faredge|TRAV,q_net100_4h,"(-1.614, 0.854]",0.772,0.302,899
bounce,2,station|etype,edge|TRAV,q_net100_1d,"(-55.971999999999994, -5.123]",0.772,0.302,1000
bounce,2,station|etype,edge|TRAV,q_volr_15m,"(0.121, 0.772]",0.772,0.302,859
bounce,2,station|etype,mid|TRAV,q_zt100_4h,"(9.0, 20.0]",0.772,0.302,890
bounce,2,station|etype,mid|TRAV,q_net20_5m,"(-0.245, -0.011]",0.771,0.302,959
bounce,2,station|etype,in_75|TRAV,q_net20_5m,"(-0.245, -0.011]",0.771,0.302,942
bounce,2,station|etype,faredge|TRAV,q_rng100_4h,"(4.196, 5.232]",0.771,0.302,931
bounce,2,station|etype,mid|TRAV,q_zt100_1d,"(10.0, 18.0]",0.771,0.302,969
bounce,2,station|etype,faredge|TRAV,q_net100_1h,"(0.339, 1.829]",0.77,0.302,928
bounce,2,station|etype,faredge|TRAV,q_net20_1h,"(0.015, 0.582]",0.77,0.302,843
bounce,2,station|etype,faredge|TRAV,q_zt100_15m,"(38.0, 100.0]",0.77,0.302,408
bounce,2,station|etype,faredge|TRAV,q_zt100_1h,"(28.0, 100.0]",0.77,0.302,343
bounce,2,station|etype,in_25|TRAV,q_zt100_1d,"(18.0, 73.0]",0.77,0.302,755
bounce,2,station|etype,in_75|TRAV,q_net100_1h,"(0.339, 1.829]",0.769,0.302,929
bounce,2,station|etype,in_75|TRAV,q_net20_5m,"(-0.011, 0.214]",0.769,0.302,885
bounce,2,station|etype,mid|TRAV,q_net20_1h,"(-0.549, 0.015]",0.769,0.302,818
bounce,2,station|etype,in_75|TRAV,q_net20_1d,"(-1.759, 0.813]",0.769,0.302,925
bounce,2,station|etype,in_25|TRAV,q_rng100_5m,"(0.863, 1.283]",0.769,0.302,1091
bounce,2,station|etype,edge|TRAV,q_pos100_4h,"(-0.001, 0.291]",0.769,0.302,1063
bounce,2,station|etype,in_75|TRAV,q_net100_5m,"(-0.013, 0.406]",0.768,0.302,889
bounce,2,station|etype,faredge|TRAV,q_net100_15m,"(-0.66, 0.032]",0.768,0.302,751
bounce,2,station|etype,in_25|TRAV,q_net100_4h,"(-14.446, -1.614]",0.768,0.302,1052
bounce,2,station|etype,in_75|TRAV,q_net100_4h,"(-1.614, 0.854]",0.768,0.302,892
bounce,2,station|etype,in_25|TRAV,q_net20_1d,"(-15.889999999999999, -1.759]",0.768,0.302,1027
bounce,2,station|etype,faredge|TRAV,q_pos100_5m,"(0.868, 1.0]",0.768,0.302,888
bounce,2,station|etype,in_75|TRAV,q_rng100_4h,"(4.196, 5.232]",0.767,0.302,929
bounce,2,station|etype,edge|TRAV,q_pos100_15m,"(0.804, 1.0]",0.767,0.302,1135
bounce,2,station|etype,edge|TRAV,q_pos100_1d,"(-0.001, 0.239]",0.767,0.302,1036
bounce,2,station|etype,in_75|TRAV,q_volr_4h,"(0.901, 1.133]",0.766,0.302,1018
bounce,2,station|etype,mid|TRAV,q_net20_15m,"(-0.33, -0.013]",0.765,0.302,852
bounce,2,station|etype,faredge|TRAV,q_net20_15m,"(-0.33, -0.013]",0.765,0.302,823
bounce,2,station|etype,in_25|TRAV,q_rng100_1h,"(2.836, 4.139]",0.765,0.302,1115
bounce,2,station|etype,in_75|TRAV,q_pos100_5m,"(0.868, 1.0]",0.765,0.302,867
bounce,2,station|etype,edge|TRAV,q_volr_1h,"(0.206, 0.858]",0.765,0.302,808
bounce,2,station|etype,mid|TRAV,q_net20_1d,"(-15.889999999999999, -1.759]",0.764,0.302,1027
bounce,2,station|etype,in_75|TRAV,q_rng100_15m,"(1.479, 2.158]",0.764,0.302,1051
bounce,2,station|etype,in_25|TRAV,q_volr_15m,"(0.121, 0.772]",0.764,0.302,857
bounce,2,station|etype,faredge|TRAV,q_volr_4h,"(0.901, 1.133]",0.764,0.302,1019
bounce,2,station|etype,in_25|TRAV,q_net100_1d,"(-55.971999999999994, -5.123]",0.763,0.302,1000
bounce,2,station|etype,in_75|TRAV,q_zt100_4h,"(9.0, 20.0]",0.763,0.302,891
bounce,2,station|etype,mid|TRAV,q_net20_4h,"(0.251, 1.521]",0.762,0.302,937
bounce,2,station|etype,faredge|TRAV,q_zt100_4h,"(9.0, 20.0]",0.762,0.302,892
bounce,2,station|etype,in_75|TRAV,q_net20_1h,"(0.015, 0.582]",0.761,0.302,853
bounce,2,station|etype,edge|TRAV,q_rng100_1d,"(4.098999999999999, 10.661]",0.761,0.302,986
bounce,2,station|etype,faredge|TRAV,q_net100_5m,"(-0.434, -0.013]",0.76,0.302,810
bounce,2,station|etype,faredge|TRAV,q_net20_1h,"(-0.549, 0.015]",0.76,0.302,820
bounce,2,station|etype,in_25|TRAV,q_pos100_4h,"(-0.001, 0.291]",0.76,0.302,1062
bounce,2,station|etype,mid|TRAV,q_net100_15m,"(0.032, 0.711]",0.759,0.302,822
bounce,2,station|etype,mid|TRAV,q_rng100_5m,"(0.863, 1.283]",0.759,0.302,1089
bounce,2,station|etype,faredge|TRAV,q_rng100_15m,"(1.479, 2.158]",0.759,0.302,1053
bounce,2,station|etype,in_75|TRAV,q_net100_15m,"(-0.66, 0.032]",0.758,0.302,741
bounce,2,station|etype,in_75|TRAV,q_net20_15m,"(-0.33, -0.013]",0.758,0.302,840
bounce,2,station|etype,in_75|TRAV,q_net20_1d,"(-15.889999999999999, -1.759]",0.758,0.302,1025
bounce,2,station|etype,faredge|TRAV,q_net20_1d,"(-15.889999999999999, -1.759]",0.758,0.302,1024
bounce,2,station|etype,in_75|TRAV,q_zt100_4h,"(20.0, 96.0]",0.758,0.302,487
bounce,2,station|etype,mid|TRAV,q_net100_4h,"(-14.446, -1.614]",0.757,0.302,1052
bounce,2,station|etype,faredge|TRAV,q_net100_4h,"(-14.446, -1.614]",0.757,0.302,1049
bounce,2,station|etype,faredge|TRAV,q_rng100_5m,"(0.863, 1.283]",0.757,0.302,1104
bounce,2,station|etype,in_25|TRAV,q_pos100_1d,"(-0.001, 0.239]",0.757,0.302,1037
bounce,2,station|etype,in_75|TRAV,q_zt100_1d,"(10.0, 18.0]",0.757,0.302,970
bounce,2,station|etype,in_25|TRAV,q_pos100_15m,"(0.804, 1.0]",0.756,0.302,1123
bounce,2,station|etype,edge|TRAV,q_pos100_1h,"(-0.001, 0.282]",0.756,0.302,1186
bounce,2,station|etype,edge|TRAV,q_volr_5m,"(0.801, 1.084]",0.755,0.302,946
bounce,2,station|etype,mid|TRAV,q_rng100_1h,"(2.836, 4.139]",0.754,0.302,1115
bounce,2,station|etype,edge|TRAV,q_pos100_4h,"(0.291, 0.603]",0.754,0.302,973
bounce,2,station|etype,in_75|TRAV,q_net100_4h,"(-14.446, -1.614]",0.753,0.302,1052
bounce,3,station|etype|tn,edge|TRAV|t2,q_rng100_15m,"(0.147, 1.062]",0.977,0.302,131
bounce,3,station|etype|tn,edge|TRAV|t2,q_rng100_5m,"(0.094, 0.598]",0.974,0.302,115
bounce,3,station|etype|hayden,edge|TRAV|Chop,q_net20_1h,"(0.015, 0.582]",0.97,0.302,100
bounce,3,station|etype|q_net100_15m,"edge|TRAV|(-0.66, 0.032]",q_zt100_1h,"(28.0, 100.0]",0.967,0.302,120
bounce,3,station|etype|q_zt100_15m,"edge|TRAV|(38.0, 100.0]",q_zt100_1d,"(18.0, 73.0]",0.965,0.302,114
bounce,3,station|etype|q_net20_4h,"edge|TRAV|(0.251, 1.521]",q_zt100_5m,"(37.0, 100.0]",0.964,0.302,110
bounce,3,station|etype|tn,mid|TRAV|t2,q_rng100_15m,"(0.147, 1.062]",0.962,0.302,133
bounce,3,station|etype|session,edge|TRAV|evening,q_rng100_5m,"(0.094, 0.598]",0.959,0.302,146
bounce,3,station|etype|dtype,edge|TRAV|normal,q_rng100_5m,"(0.094, 0.598]",0.957,0.302,140
bounce,3,station|etype|q_net100_1h,"edge|TRAV|(0.339, 1.829]",q_zt100_5m,"(37.0, 100.0]",0.957,0.302,115
bounce,3,station|etype|q_rng100_15m,"edge|TRAV|(0.147, 1.062]",q_pos100_15m,"(0.229, 0.519]",0.957,0.302,140
bounce,3,station|etype|tn,mid|TRAV|t2,q_rng100_5m,"(0.094, 0.598]",0.956,0.302,114
bounce,3,station|etype|dq,"edge|TRAV|(0.344, 0.625]",q_rng100_15m,"(0.147, 1.062]",0.956,0.302,135
bounce,3,station|etype|tn,in_25|TRAV|t2,q_rng100_5m,"(0.094, 0.598]",0.955,0.302,112
bounce,3,station|etype|tn,in_25|TRAV|t2,q_rng100_15m,"(0.147, 1.062]",0.955,0.302,133
bounce,3,station|etype|q_net100_15m,"edge|TRAV|(-0.66, 0.032]",q_zt100_15m,"(38.0, 100.0]",0.955,0.302,111
bounce,3,station|etype|q_net20_1h,"in_25|TRAV|(0.015, 0.582]",q_rng100_4h,"(2.1990000000000003, 4.196]",0.955,0.302,199
bounce,3,station|etype|rq,"edge|TRAV|(0.004, 0.549]",q_net100_15m,"(-0.66, 0.032]",0.954,0.302,109
bounce,3,station|etype|q_net20_1h,"edge|TRAV|(0.015, 0.582]",q_rng100_4h,"(2.1990000000000003, 4.196]",0.954,0.302,195
bounce,3,station|etype|wq,"edge|TRAV|(0.295, 1.71]",q_net20_4h,"(0.251, 1.521]",0.953,0.302,107
bounce,3,station|etype|rq,"edge|TRAV|(0.004, 0.549]",q_zt100_1d,"(18.0, 73.0]",0.953,0.302,129
bounce,3,station|etype|wq,"edge|TRAV|(0.295, 1.71]",q_net100_15m,"(-0.66, 0.032]",0.952,0.302,104
bounce,3,station|etype|rq,"edge|TRAV|(0.004, 0.549]",q_net20_1h,"(-0.549, 0.015]",0.952,0.302,126
bounce,3,station|etype|q_net20_4h,"edge|TRAV|(0.251, 1.521]",q_zt100_15m,"(38.0, 100.0]",0.952,0.302,104
bounce,3,station|etype|session,mid|TRAV|evening,q_rng100_5m,"(0.094, 0.598]",0.951,0.302,142
bounce,3,station|etype|rq,"edge|TRAV|(0.549, 0.922]",q_pos100_5m,"(0.868, 1.0]",0.951,0.302,183
bounce,3,station|etype|q_rng100_1h,"edge|TRAV|(2.052, 2.836]",q_zt100_15m,"(38.0, 100.0]",0.95,0.302,100
bounce,3,station|etype|q_net20_1h,"edge|TRAV|(0.015, 0.582]",q_zt100_4h,"(20.0, 96.0]",0.949,0.302,138
bounce,3,station|etype|q_zt100_5m,"edge|TRAV|(37.0, 100.0]",q_zt100_1d,"(18.0, 73.0]",0.949,0.302,117
bounce,3,station|etype|dq,"edge|TRAV|(0.344, 0.625]",q_rng100_1h,"(0.53, 2.052]",0.948,0.302,135
bounce,3,station|etype|sq,"edge|TRAV|(0.224, 0.513]",q_rng100_15m,"(0.147, 1.062]",0.948,0.302,154
bounce,3,station|etype|rq,"edge|TRAV|(0.549, 0.922]",q_rng100_5m,"(0.094, 0.598]",0.948,0.302,194
bounce,3,station|etype|tn,in_75|TRAV|t2,q_rng100_5m,"(0.094, 0.598]",0.947,0.302,114
bounce,3,station|etype|scen_failed,edge|TRAV|F,q_rng100_5m,"(0.094, 0.598]",0.947,0.302,114
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_pos100_4h,"(0.603, 0.827]",0.947,0.302,114
bounce,3,station|etype|q_rng100_1h,"edge|TRAV|(0.53, 2.052]",q_volr_5m,"(0.086, 0.801]",0.947,0.302,132
bounce,3,station|etype|origin,edge|TRAV|air,q_rng100_15m,"(0.147, 1.062]",0.945,0.302,128
bounce,3,station|etype|tn,faredge|TRAV|t2,q_rng100_5m,"(0.094, 0.598]",0.945,0.302,109
bounce,3,station|etype|rq,"edge|TRAV|(0.004, 0.549]",q_zt100_4h,"(20.0, 96.0]",0.945,0.302,127
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.598, 0.863]",q_zt100_15m,"(38.0, 100.0]",0.945,0.302,109
bounce,3,station|etype|wq,"edge|TRAV|(0.295, 1.71]",q_zt100_1d,"(18.0, 73.0]",0.944,0.302,124
bounce,3,station|etype|lean,edge|TRAV|down,q_rng100_15m,"(0.147, 1.062]",0.944,0.302,108
bounce,3,station|etype|q_rng100_1h,"edge|TRAV|(2.052, 2.836]",q_zt100_15m,"(16.0, 38.0]",0.944,0.302,125
bounce,3,station|etype|session,in_25|TRAV|evening,q_rng100_5m,"(0.094, 0.598]",0.943,0.302,141
bounce,3,station|etype|session,in_75|TRAV|evening,q_rng100_5m,"(0.094, 0.598]",0.943,0.302,141
bounce,3,station|etype|q_net100_15m,"edge|TRAV|(-0.66, 0.032]",q_rng100_4h,"(2.1990000000000003, 4.196]",0.943,0.302,176
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_rng100_1h,"(2.052, 2.836]",0.943,0.302,174
bounce,3,station|etype|q_rng100_5m,"edge|TRAV|(0.094, 0.598]",q_rng100_1d,"(4.098999999999999, 10.661]",0.943,0.302,159
bounce,3,station|etype|q_rng100_4h,"edge|TRAV|(2.1990000000000003, 4.196]",q_volr_15m,"(0.121, 0.772]",0.943,0.302,123
bounce,3,station|etype|dq,"edge|TRAV|(-0.001, 0.109]",q_rng100_4h,"(2.1990000000000003, 4.196]",0.942,0.302,241
bounce,3,station|etype|rq,"edge|TRAV|(0.004, 0.549]",q_rng100_1h,"(0.53, 2.052]",0.942,0.302,171
bounce,3,station|etype|rq,"edge|TRAV|(0.004, 0.549]",q_rng100_4h,"(2.1990000000000003, 4.196]",0.942,0.302,173
bounce,3,station|etype|rq,"edge|TRAV|(0.549, 0.922]",q_zt100_15m,"(38.0, 100.0]",0.942,0.302,103
bounce,3,station|etype|q_net100_4h,"edge|TRAV|(-1.614, 0.854]",q_net20_1h,"(0.015, 0.582]",0.942,0.302,171
bounce,3,station|etype|q_rng100_1h,"edge|TRAV|(0.53, 2.052]",q_zt100_5m,"(13.0, 37.0]",0.942,0.302,103
bounce,3,station|etype|q_rng100_4h,"edge|TRAV|(5.232, 6.828]",q_zt100_15m,"(38.0, 100.0]",0.942,0.302,104
bounce,3,station|etype|q_zt100_15m,"edge|TRAV|(38.0, 100.0]",q_zt100_4h,"(20.0, 96.0]",0.942,0.302,154
bounce,3,station|etype|rq,"in_25|TRAV|(0.549, 0.922]",q_pos100_5m,"(0.868, 1.0]",0.941,0.302,186
