family,depth,f1,v1,f2,v2,rate,base,n
through,2,station|zone,beyond_1.0|10,q_net20_4h,"(0.251, 1.521]",0.79,0.299,119
through,2,station|btc_pi,beyond_1.0|na,q_rng100_15m,"(2.158, 32.041]",0.79,0.299,290
through,2,station|etype,beyond_1.0|STALL,q_pos100_15m,"(0.229, 0.519]",0.789,0.299,280
through,2,station|q_pos100_1d,"beyond_1.0|(0.806, 1.0]",q_zlast_15m,"(-0.001, 1.0]",0.789,0.299,882
through,2,station|q_rng100_15m,"beyond_1.0|(2.158, 32.041]",q_zlast_5m,"(-0.001, 4.0]",0.788,0.299,1423
through,2,station|vq,"beyond_1.0|(3.795, 183.902]",q_zlast_5m,"(-0.001, 4.0]",0.786,0.299,1021
through,2,station|q_pos100_15m,"beyond_1.0|(0.229, 0.519]",q_zlast_5m,"(-0.001, 4.0]",0.785,0.299,493
through,2,station|q_volr_1h,"beyond_1.0|(1.415, 3.637]",q_zlast_5m,"(-0.001, 4.0]",0.785,0.299,1003
through,2,station|q_zt100_5m,"beyond_1.0|(3.0, 13.0]",q_zlast_5m,"(-0.001, 4.0]",0.785,0.299,689
through,2,station|scen_failed,beyond_1.0|T,q_zlast_5m,"(-0.001, 4.0]",0.784,0.299,171
through,2,station|q_pos100_15m,"beyond_1.0|(0.229, 0.519]",q_volr_1h,"(0.206, 0.858]",0.784,0.299,269
through,2,station|q_pos100_1h,"beyond_1.0|(0.563, 0.797]",q_zlast_5m,"(-0.001, 4.0]",0.783,0.299,599
through,2,station|zone,beyond_0.5|11,q_rng100_5m,"(1.283, 18.167]",0.782,0.299,473
through,2,station|q_net100_1d,"beyond_1.0|(6.787, 24.446]",q_zlast_15m,"(-0.001, 1.0]",0.782,0.299,1076
through,2,station|q_pos100_15m,"beyond_1.0|(0.229, 0.519]",q_zlast_15m,"(-0.001, 1.0]",0.782,0.299,564
through,2,station|ob55,beyond_1.0|open,q_pos100_5m,"(0.149, 0.502]",0.781,0.299,169
through,2,station|zone,beyond_0.5|11,q_volr_15m,"(1.348, 4.13]",0.78,0.299,127
through,2,station|q_net20_5m,"beyond_1.0|(-0.245, -0.011]",q_zlast_15m,"(-0.001, 1.0]",0.78,0.299,127
through,2,station|q_pos100_5m,"beyond_1.0|(0.502, 0.868]",q_zlast_15m,"(-0.001, 1.0]",0.78,0.299,327
through,2,station|q_volr_15m,"beyond_1.0|(0.772, 1.015]",q_zlast_15m,"(-0.001, 1.0]",0.78,0.299,656
through,2,station|zone,beyond_1.0|13,q_zt100_15m,"(5.0, 16.0]",0.779,0.299,104
through,2,station|btc_pi,beyond_1.0|up,q_net20_1d,"(3.664, 22.598]",0.779,0.299,163
through,2,station|q_net20_5m,"beyond_1.0|(-0.245, -0.011]",q_zlast_5m,"(-0.001, 4.0]",0.779,0.299,122
through,2,station|zone,beyond_0.5|12,q_pos100_1d,"(0.527, 0.806]",0.778,0.299,153
through,2,station|q_rng100_1h,"beyond_1.0|(4.139, 32.522]",q_zlast_15m,"(-0.001, 1.0]",0.778,0.299,1493
through,2,station|zone,beyond_0.5|12,q_zlast_5m,"(-0.001, 4.0]",0.777,0.299,349
through,2,station|q_net100_5m,"beyond_1.0|(-7.8790000000000004, -0.434]",q_net20_1h,"(0.582, 12.797]",0.777,0.299,403
through,2,station|q_net100_5m,"beyond_1.0|(-0.434, -0.013]",q_zlast_5m,"(-0.001, 4.0]",0.777,0.299,229
through,2,station|q_net100_4h,"beyond_1.0|(3.51, 22.656]",q_zlast_15m,"(-0.001, 1.0]",0.777,0.299,1285
through,2,station|zone,beyond_1.0|10,q_rng100_1d,"(4.098999999999999, 10.661]",0.776,0.299,170
through,2,station|zone,beyond_1.0|10,q_pos100_5m,"(0.502, 0.868]",0.775,0.299,120
through,2,station|btc_pi,beyond_0.5|up,q_volr_4h,"(1.473, 3.385]",0.775,0.299,151
through,2,station|sq,"beyond_1.0|(1.207, 65.153]",q_zlast_15m,"(-0.001, 1.0]",0.775,0.299,987
through,2,station|q_volr_4h,"beyond_1.0|(1.473, 3.385]",q_zlast_15m,"(-0.001, 1.0]",0.775,0.299,1349
through,2,station|q_zt100_1d,"beyond_1.0|(-0.001, 3.0]",q_zlast_15m,"(-0.001, 1.0]",0.775,0.299,1122
through,2,station|etype,beyond_1.0|PEN,q_zlast_5m,"(-0.001, 4.0]",0.774,0.299,252
through,2,station|etype,beyond_1.0|PEN,q_zlast_15m,"(-0.001, 1.0]",0.774,0.299,287
through,2,station|uq,"beyond_1.0|(0.21, 0.89]",q_zlast_5m,"(-0.001, 4.0]",0.774,0.299,553
through,2,station|zone,out_1.0|13,q_net100_15m,"(0.711, 22.385]",0.773,0.299,185
through,2,station|zone,beyond_1.0|11,q_rng100_1d,"(10.661, 13.269]",0.772,0.299,162
through,2,station|q_pos100_1h,"beyond_1.0|(0.563, 0.797]",q_zlast_15m,"(-0.001, 1.0]",0.772,0.299,681
through,2,station|zone,beyond_0.5|12,q_rng100_5m,"(1.283, 18.167]",0.77,0.299,408
through,2,station|wknd,beyond_1.0|True,q_pos100_15m,"(0.229, 0.519]",0.77,0.299,409
through,2,station|tn,beyond_1.0|t3+,q_zlast_5m,"(-0.001, 4.0]",0.77,0.299,923
through,2,station|scen_failed,beyond_1.0|T,q_zlast_15m,"(-0.001, 1.0]",0.77,0.299,209
through,2,station|q_rng100_1h,"beyond_1.0|(4.139, 32.522]",q_zlast_4h,"(2.0, 100.0]",0.77,0.299,456
through,2,station|q_rng100_1d,"beyond_1.0|(10.661, 13.269]",q_zlast_15m,"(-0.001, 1.0]",0.77,0.299,609
through,2,station|etype,beyond_0.25|PEN,q_zlast_1h,"(5.0, 100.0]",0.769,0.299,264
through,2,station|zone,beyond_1.0|11,q_zlast_1d,"(1.0, 100.0]",0.769,0.299,108
through,2,station|q_pos100_15m,"beyond_1.0|(0.519, 0.804]",q_zlast_5m,"(-0.001, 4.0]",0.769,0.299,472
through,2,station|wq,"beyond_1.0|(0.0521, 0.295]",q_pos100_15m,"(0.229, 0.519]",0.768,0.299,452
through,2,station|zone,beyond_1.0|13,q_net100_1d,"(6.787, 24.446]",0.767,0.299,159
through,2,station|q_pos100_5m,"beyond_1.0|(0.149, 0.502]",q_zlast_15m,"(-0.001, 1.0]",0.767,0.299,562
through,2,station|zone,out_1.0|13,q_net100_5m,"(0.406, 9.59]",0.766,0.299,124
through,2,station|zone,beyond_1.0|7,q_zlast_5m,"(-0.001, 4.0]",0.766,0.299,188
through,2,station|origin,beyond_1.0|air,q_zlast_5m,"(-0.001, 4.0]",0.766,0.299,1118
through,2,station|vq,"beyond_1.0|(3.795, 183.902]",q_zlast_15m,"(-0.001, 1.0]",0.766,0.299,1133
through,2,station|ob55,beyond_1.0|open_fired,q_zlast_5m,"(-0.001, 4.0]",0.766,0.299,457
through,2,station|zone,beyond_1.0|12,q_rng100_1d,"(17.561, 63.627]",0.765,0.299,149
through,2,station|q_rng100_4h,"beyond_1.0|(6.828, 33.588]",q_zlast_15m,"(-0.001, 1.0]",0.765,0.299,1372
through,2,station|q_volr_1h,"beyond_1.0|(1.415, 3.637]",q_zlast_15m,"(-0.001, 1.0]",0.765,0.299,1195
through,2,station|zone,beyond_1.0|13,q_zt100_1d,"(-0.001, 3.0]",0.764,0.299,161
through,2,station|btc_pi,beyond_0.5|up,q_zlast_15m,"(-0.001, 1.0]",0.764,0.299,199
through,2,station|rq,"beyond_1.0|(1.451, 16.357]",q_zlast_5m,"(-0.001, 4.0]",0.764,0.299,1201
through,2,station|q_net100_1h,"beyond_1.0|(1.829, 22.804]",q_zlast_5m,"(-0.001, 4.0]",0.764,0.299,1095
through,2,station|zone,beyond_1.0|13,q_volr_1d,"(1.221, 3.098]",0.763,0.299,114
through,2,station|btc_pi,beyond_1.0|up,q_net20_5m,"(-6.503, -0.245]",0.763,0.299,118
through,2,station|btc_pi,beyond_0.5|up,q_volr_1d,"(0.959, 1.221]",0.763,0.299,156
through,2,station|zone,beyond_0.25|11,q_volr_15m,"(1.348, 4.13]",0.762,0.299,147
through,2,station|q_net20_5m,"beyond_1.0|(-0.011, 0.214]",q_pos100_15m,"(0.229, 0.519]",0.762,0.299,172
through,2,station|zone,out_0.25|12,q_net100_5m,"(-7.8790000000000004, -0.434]",0.761,0.299,138
through,2,station|zone,beyond_1.0|10,q_volr_1h,"(1.415, 3.637]",0.761,0.299,276
through,2,station|zone,beyond_1.0|7,q_zlast_15m,"(-0.001, 1.0]",0.761,0.299,264
through,2,station|scen_state,beyond_1.0|dead,q_zlast_5m,"(-0.001, 4.0]",0.76,0.299,275
through,2,station|zone,beyond_1.0|12,q_rng100_1d,"(13.269, 17.561]",0.759,0.299,116
through,2,station|q_net100_5m,"beyond_1.0|(-7.8790000000000004, -0.434]",q_pos100_15m,"(0.519, 0.804]",0.759,0.299,357
through,2,station|q_net100_15m,"beyond_1.0|(0.032, 0.711]",q_rng100_15m,"(2.158, 32.041]",0.759,0.299,565
through,2,station|q_net100_15m,"beyond_1.0|(0.032, 0.711]",q_zlast_15m,"(-0.001, 1.0]",0.759,0.299,332
through,2,station|q_volr_5m,"beyond_1.0|(0.801, 1.084]",q_zlast_5m,"(-0.001, 4.0]",0.759,0.299,336
through,2,station|dq,"beyond_1.0|(0.625, 13.23]",q_zlast_5m,"(-0.001, 4.0]",0.758,0.299,991
through,2,station|zone,mid|12,q_pos100_4h,"(0.603, 0.827]",0.757,0.299,152
through,2,station|zone,edge|12,q_pos100_4h,"(0.603, 0.827]",0.757,0.299,152
through,2,station|zone,beyond_1.0|11,q_volr_15m,"(1.348, 4.13]",0.757,0.299,111
through,2,station|btc_pi,beyond_1.0|up,q_rng100_1d,"(10.661, 13.269]",0.757,0.299,140
through,2,station|rq,"beyond_1.0|(1.451, 16.357]",q_zlast_15m,"(-0.001, 1.0]",0.757,0.299,1333
through,2,station|kq,"beyond_1.0|(1.753, 17.486]",q_pos100_15m,"(0.229, 0.519]",0.757,0.299,898
through,2,station|q_rng100_15m,"beyond_1.0|(2.158, 32.041]",q_zlast_15m,"(-0.001, 1.0]",0.757,0.299,1690
through,2,station|q_zt100_15m,"beyond_1.0|(16.0, 38.0]",q_zlast_5m,"(-0.001, 4.0]",0.757,0.299,675
through,2,station|zone,beyond_1.0|12,q_zt100_4h,"(4.0, 9.0]",0.756,0.299,160
through,2,station|q_net100_1d,"beyond_1.0|(1.529, 6.787]",q_zlast_5m,"(-0.001, 4.0]",0.756,0.299,471
through,2,station|zone,beyond_1.0|10,q_zt100_15m,"(5.0, 16.0]",0.754,0.299,280
through,2,station|wq,"beyond_1.0|(0.0521, 0.295]",q_zlast_15m,"(-0.001, 1.0]",0.754,0.299,707
through,2,station|btc_pi,beyond_0.5|up,q_rng100_5m,"(1.283, 18.167]",0.754,0.299,195
through,2,station|q_rng100_5m,"beyond_1.0|(1.283, 18.167]",q_pos100_5m,"(0.149, 0.502]",0.754,0.299,838
through,2,station|q_pos100_4h,"beyond_1.0|(0.827, 1.0]",q_zlast_5m,"(-0.001, 4.0]",0.754,0.299,707
through,2,station|q_zt100_1h,"beyond_1.0|(13.0, 28.0]",q_zlast_5m,"(-0.001, 4.0]",0.754,0.299,573
through,2,station|zone,in_25|12,q_pos100_4h,"(0.603, 0.827]",0.753,0.299,150
through,2,station|zone,beyond_1.0|10,q_volr_5m,"(0.801, 1.084]",0.753,0.299,170
through,2,station|q_net20_15m,"beyond_1.0|(-9.517999999999999, -0.33]",q_zlast_5m,"(-0.001, 4.0]",0.753,0.299,1079
through,2,station|etype,beyond_1.0|PEN,q_net20_1h,"(-0.549, 0.015]",0.752,0.299,125
through,2,station|zone,beyond_0.5|12,q_zt100_15m,"(5.0, 16.0]",0.752,0.299,218
through,2,station|virgin,beyond_1.0|True,q_zlast_15m,"(-0.001, 1.0]",0.752,0.299,101
through,2,station|origin,beyond_1.0|Z9,q_zt100_5m,"(3.0, 13.0]",0.752,0.299,113
through,2,station|q_net100_15m,"beyond_1.0|(0.032, 0.711]",q_zlast_5m,"(-0.001, 4.0]",0.752,0.299,286
through,2,station|q_net20_15m,"beyond_1.0|(-0.33, -0.013]",q_pos100_5m,"(0.502, 0.868]",0.752,0.299,101
through,2,station|q_rng100_5m,"beyond_1.0|(1.283, 18.167]",q_zlast_5m,"(-0.001, 4.0]",0.752,0.299,1886
through,2,station|wq,"beyond_1.0|(0.0521, 0.295]",q_zlast_5m,"(-0.001, 4.0]",0.75,0.299,603
through,2,station|kq,"beyond_1.0|(1.753, 17.486]",q_zlast_15m,"(-0.001, 1.0]",0.75,0.299,1326
through,2,station|q_rng100_4h,"beyond_1.0|(6.828, 33.588]",q_volr_1h,"(1.415, 3.637]",0.75,0.299,1793
through,2,station|q_pos100_1h,"beyond_1.0|(0.282, 0.563]",q_zlast_5m,"(-0.001, 4.0]",0.75,0.299,505
through,2,station|q_zt100_1h,"beyond_1.0|(13.0, 28.0]",q_zlast_15m,"(-0.001, 1.0]",0.75,0.299,752
through,2,station|q_net20_4h,"beyond_1.0|(0.251, 1.521]",q_zlast_5m,"(-0.001, 4.0]",0.749,0.299,414
through,2,station|q_pos100_15m,"beyond_1.0|(0.519, 0.804]",q_zlast_15m,"(-0.001, 1.0]",0.749,0.299,558
through,2,station|q_zt100_5m,"beyond_1.0|(3.0, 13.0]",q_zlast_15m,"(-0.001, 1.0]",0.749,0.299,857
through,2,station|zone,beyond_1.0|10,q_rng100_4h,"(5.232, 6.828]",0.748,0.299,139
through,2,station|hayden_btc,beyond_1.0|Chop,q_zlast_15m,"(-0.001, 1.0]",0.748,0.299,242
through,2,station|q_net20_4h,"beyond_1.0|(1.521, 22.137]",q_zlast_5m,"(-0.001, 4.0]",0.748,0.299,1083
through,2,station|coin,beyond_1.0|XRP,q_pos100_15m,"(0.229, 0.519]",0.747,0.299,727
through,2,station|etype,beyond_1.0|STALL,q_zlast_5m,"(-0.001, 4.0]",0.747,0.299,501
through,2,station|zone,beyond_0.5|12,q_pos100_5m,"(0.149, 0.502]",0.747,0.299,150
through,2,station|hayden_btc,beyond_1.0|Chop,q_pos100_15m,"(0.229, 0.519]",0.747,0.299,190
through,2,station|q_net100_5m,"beyond_0.5|(0.406, 9.59]",q_net20_15m,"(-9.517999999999999, -0.33]",0.747,0.299,170
through,2,station|q_net20_1h,"beyond_1.0|(0.582, 12.797]",q_zlast_5m,"(-0.001, 4.0]",0.747,0.299,801
through,2,station|q_pos100_5m,"beyond_1.0|(0.149, 0.502]",q_volr_1d,"(1.221, 3.098]",0.747,0.299,384
through,2,station|q_zt100_4h,"beyond_1.0|(-0.001, 4.0]",q_zlast_5m,"(-0.001, 4.0]",0.747,0.299,859
through,2,station|zone,beyond_1.0|10,q_net100_5m,"(-7.8790000000000004, -0.434]",0.746,0.299,366
through,2,station|zone,beyond_0.25|12,q_pos100_4h,"(0.603, 0.827]",0.746,0.299,122
through,2,station|session,beyond_1.0|eu,q_zlast_5m,"(-0.001, 4.0]",0.746,0.299,319
through,2,station|hayden_btc,beyond_1.0|Chop,q_rng100_1h,"(4.139, 32.522]",0.746,0.299,409
through,3,station|ob55|q_volr_1d,"beyond_1.0|open_fired|(1.221, 3.098]",q_zlast_5m,"(-0.001, 4.0]",0.992,0.299,127
through,3,station|q_volr_5m|q_volr_15m,"beyond_1.0|(0.801, 1.084]|(0.772, 1.015]",q_zlast_5m,"(-0.001, 4.0]",0.991,0.299,107
through,3,station|q_volr_5m|q_volr_1d,"beyond_1.0|(0.086, 0.801]|(1.221, 3.098]",q_zlast_5m,"(-0.001, 4.0]",0.991,0.299,108
through,3,station|zone|q_zt100_1d,"beyond_1.0|10|(-0.001, 3.0]",q_zlast_5m,"(-0.001, 4.0]",0.99,0.299,102
through,3,station|ob55|q_volr_1d,"beyond_1.0|open_fired|(1.221, 3.098]",q_zlast_15m,"(-0.001, 1.0]",0.988,0.299,162
through,3,station|q_volr_5m|q_zt100_1h,"beyond_1.0|(0.086, 0.801]|(13.0, 28.0]",q_zlast_15m,"(-0.001, 1.0]",0.98,0.299,100
through,3,station|ob55|q_net20_1h,"beyond_1.0|open_fired|(-7.112, -0.549]",q_zlast_15m,"(-0.001, 1.0]",0.975,0.299,119
through,3,station|q_volr_5m|q_volr_1d,"beyond_1.0|(0.086, 0.801]|(1.221, 3.098]",q_zlast_15m,"(-0.001, 1.0]",0.972,0.299,107
through,3,station|zone|yd_arch,beyond_1.0|12|UP,q_zt100_15m,"(16.0, 38.0]",0.971,0.299,102
through,3,station|hayden_btc|q_rng100_1h,"beyond_1.0|Chop|(4.139, 32.522]",q_zlast_15m,"(-0.001, 1.0]",0.971,0.299,102
through,3,station|q_net100_5m|q_net100_15m,"beyond_1.0|(-7.8790000000000004, -0.434]|(0.711, 22.385]",q_volr_1d,"(1.221, 3.098]",0.968,0.299,190
through,3,station|q_net100_15m|q_rng100_15m,"beyond_1.0|(0.032, 0.711]|(2.158, 32.041]",q_zlast_15m,"(-0.001, 1.0]",0.968,0.299,157
through,3,station|hayden_btc|uq,"beyond_1.0|Chop|(-2.577, -0.297]",q_net20_1d,"(3.664, 22.598]",0.966,0.299,118
through,3,station|q_volr_5m|q_zt100_4h,"beyond_1.0|(0.086, 0.801]|(4.0, 9.0]",q_zlast_5m,"(-0.001, 4.0]",0.966,0.299,117
through,3,station|q_net100_15m|q_rng100_15m,"beyond_1.0|(0.032, 0.711]|(2.158, 32.041]",q_zlast_5m,"(-0.001, 4.0]",0.962,0.299,133
through,3,station|zone|q_net100_5m,"beyond_1.0|10|(-7.8790000000000004, -0.434]",q_zt100_15m,"(5.0, 16.0]",0.961,0.299,102
through,3,station|q_pos100_1h|q_pos100_1d,"beyond_1.0|(0.563, 0.797]|(0.806, 1.0]",q_zlast_5m,"(-0.001, 4.0]",0.961,0.299,255
through,3,station|hayden_btc|q_rng100_4h,"beyond_1.0|Chop|(6.828, 33.588]",q_zlast_15m,"(-0.001, 1.0]",0.96,0.299,100
through,3,station|q_net100_5m|q_net20_1h,"beyond_1.0|(-7.8790000000000004, -0.434]|(0.582, 12.797]",q_volr_1d,"(1.221, 3.098]",0.96,0.299,150
through,3,station|q_pos100_15m|q_volr_5m,"beyond_1.0|(0.229, 0.519]|(0.086, 0.801]",q_volr_1d,"(1.221, 3.098]",0.959,0.299,196
through,3,station|hayden_btc|uq,"beyond_1.0|Chop|(-2.577, -0.297]",q_net100_4h,"(3.51, 22.656]",0.958,0.299,119
through,3,station|btc_pi|q_rng100_1d,"beyond_0.5|up|(10.661, 13.269]",q_zlast_5m,"(-0.001, 4.0]",0.957,0.299,115
through,3,station|q_volr_1h|q_volr_1d,"beyond_1.0|(1.415, 3.637]|(1.221, 3.098]",q_zlast_5m,"(-0.001, 4.0]",0.957,0.299,209
through,3,station|btc_pi|q_rng100_15m,"beyond_1.0|na|(2.158, 32.041]",q_zt100_15m,"(16.0, 38.0]",0.955,0.299,110
through,3,station|q_pos100_15m|q_volr_5m,"beyond_1.0|(0.229, 0.519]|(0.086, 0.801]",q_zlast_5m,"(-0.001, 4.0]",0.955,0.299,112
through,3,station|q_pos100_15m|q_volr_1h,"beyond_1.0|(0.229, 0.519]|(0.206, 0.858]",q_volr_1d,"(1.221, 3.098]",0.955,0.299,154
through,3,station|q_volr_1d|q_zt100_15m,"beyond_1.0|(1.221, 3.098]|(16.0, 38.0]",q_zlast_5m,"(-0.001, 4.0]",0.951,0.299,226
through,3,station|ob55|q_pos100_5m,"beyond_1.0|open|(0.149, 0.502]",q_zlast_15m,"(-0.001, 1.0]",0.95,0.299,101
through,3,station|q_net100_5m|q_pos100_15m,"beyond_1.0|(-7.8790000000000004, -0.434]|(0.519, 0.804]",q_volr_1d,"(1.221, 3.098]",0.95,0.299,120
through,3,station|q_net100_5m|q_volr_5m,"beyond_1.0|(-7.8790000000000004, -0.434]|(0.086, 0.801]",q_zlast_15m,"(-0.001, 1.0]",0.95,0.299,121
through,3,station|wq|q_pos100_1h,"beyond_1.0|(0.0521, 0.295]|(0.563, 0.797]",q_zlast_5m,"(-0.001, 4.0]",0.949,0.299,176
through,3,station|dq|q_pos100_15m,"beyond_1.0|(0.625, 13.23]|(0.229, 0.519]",q_volr_1d,"(1.221, 3.098]",0.949,0.299,177
through,3,station|zone|q_rng100_5m,"beyond_0.5|11|(1.283, 18.167]",q_pos100_5m,"(-0.001, 0.149]",0.948,0.299,116
through,3,station|scen_state|q_volr_1h,"beyond_1.0|dead|(1.415, 3.637]",q_zlast_5m,"(-0.001, 4.0]",0.947,0.299,114
through,3,station|q_pos100_15m|q_volr_5m,"beyond_1.0|(0.229, 0.519]|(0.086, 0.801]",q_zlast_15m,"(-0.001, 1.0]",0.947,0.299,132
through,3,station|zone|q_pos100_1d,"beyond_1.0|10|(0.806, 1.0]",q_zlast_15m,"(-0.001, 1.0]",0.946,0.299,129
through,3,station|q_net100_5m|q_net100_1d,"beyond_1.0|(-7.8790000000000004, -0.434]|(6.787, 24.446]",q_pos100_15m,"(0.519, 0.804]",0.946,0.299,168
through,3,station|q_net100_1d|q_pos100_15m,"beyond_1.0|(6.787, 24.446]|(0.519, 0.804]",q_zlast_5m,"(-0.001, 4.0]",0.946,0.299,185
through,3,station|ob55|q_pos100_15m,"beyond_1.0|open|(0.229, 0.519]",q_volr_1h,"(0.206, 0.858]",0.944,0.299,124
through,3,station|q_pos100_1h|q_pos100_1d,"beyond_1.0|(0.563, 0.797]|(0.806, 1.0]",q_zlast_15m,"(-0.001, 1.0]",0.944,0.299,286
through,3,station|q_volr_5m|q_zt100_4h,"beyond_1.0|(0.086, 0.801]|(4.0, 9.0]",q_zlast_15m,"(-0.001, 1.0]",0.944,0.299,126
through,3,station|zone|q_net20_5m,"beyond_0.5|12|(-6.503, -0.245]",q_zt100_15m,"(5.0, 16.0]",0.943,0.299,106
through,3,station|hayden_btc|q_net100_15m,"beyond_1.0|Chop|(-8.831, -0.66]",q_net100_4h,"(3.51, 22.656]",0.943,0.299,123
through,3,station|q_rng100_4h|q_rng100_1d,"beyond_1.0|(6.828, 33.588]|(10.661, 13.269]",q_zlast_5m,"(-0.001, 4.0]",0.943,0.299,157
through,3,station|q_net100_4h|q_rng100_1d,"beyond_1.0|(3.51, 22.656]|(10.661, 13.269]",q_zlast_5m,"(-0.001, 4.0]",0.94,0.299,167
through,3,station|wq|q_pos100_1h,"beyond_1.0|(0.0521, 0.295]|(0.563, 0.797]",q_zlast_15m,"(-0.001, 1.0]",0.939,0.299,213
through,3,station|ob55|q_net100_15m,"beyond_1.0|open_fired|(-8.831, -0.66]",q_zlast_15m,"(-0.001, 1.0]",0.939,0.299,115
through,3,station|q_net100_1h|q_pos100_15m,"beyond_1.0|(1.829, 22.804]|(-0.001, 0.229]",q_volr_1h,"(1.415, 3.637]",0.939,0.299,132
through,3,station|q_net100_1d|q_volr_15m,"beyond_1.0|(1.529, 6.787]|(0.772, 1.015]",q_zlast_5m,"(-0.001, 4.0]",0.939,0.299,132
through,3,station|coin|q_volr_1d,"beyond_1.0|BTC|(1.221, 3.098]",q_zlast_15m,"(-0.001, 1.0]",0.938,0.299,129
through,3,station|hayden_btc|q_net20_1d,"beyond_1.0|Chop|(3.664, 22.598]",q_zlast_15m,"(-0.001, 1.0]",0.938,0.299,113
through,3,station|btc_pi|q_net100_15m,"beyond_1.0|na|(-8.831, -0.66]",q_rng100_15m,"(2.158, 32.041]",0.938,0.299,113
through,3,station|btc_pi|q_rng100_15m,"beyond_1.0|na|(2.158, 32.041]",q_pos100_5m,"(-0.001, 0.149]",0.938,0.299,113
through,3,station|q_net100_5m|q_net100_15m,"beyond_1.0|(-7.8790000000000004, -0.434]|(0.032, 0.711]",q_zlast_15m,"(-0.001, 1.0]",0.938,0.299,145
through,3,station|q_net100_1h|q_net20_5m,"beyond_1.0|(1.829, 22.804]|(-6.503, -0.245]",q_net20_15m,"(0.302, 8.101]",0.938,0.299,113
through,3,station|zone|dtype,beyond_1.0|12|na,q_net20_5m,"(-6.503, -0.245]",0.937,0.299,127
through,3,station|zone|lean,beyond_1.0|12|na,q_net20_5m,"(-6.503, -0.245]",0.937,0.299,127
through,3,station|zone|scen_state,beyond_1.0|12|na,q_net20_5m,"(-6.503, -0.245]",0.937,0.299,127
through,3,station|zone|scen_failed,beyond_1.0|12|na,q_net20_5m,"(-6.503, -0.245]",0.937,0.299,127
through,3,station|zone|q_rng100_15m,"beyond_1.0|10|(2.158, 32.041]",q_zlast_5m,"(-0.001, 4.0]",0.937,0.299,126
through,3,station|hayden_btc|q_rng100_1h,"beyond_1.0|Chop|(4.139, 32.522]",q_pos100_1h,"(0.563, 0.797]",0.937,0.299,143
through,3,station|btc_pi|q_net20_5m,"beyond_1.0|na|(-6.503, -0.245]",q_rng100_15m,"(2.158, 32.041]",0.937,0.299,127
through,3,station|q_pos100_5m|q_volr_1h,"beyond_1.0|(0.149, 0.502]|(0.206, 0.858]",q_zlast_15m,"(-0.001, 1.0]",0.937,0.299,126
through,3,station|q_net20_4h|q_rng100_1d,"beyond_1.0|(1.521, 22.137]|(10.661, 13.269]",q_zlast_5m,"(-0.001, 4.0]",0.936,0.299,172
through,3,station|q_pos100_15m|q_pos100_1d,"beyond_1.0|(0.519, 0.804]|(0.806, 1.0]",q_zlast_5m,"(-0.001, 4.0]",0.936,0.299,172
through,3,station|q_pos100_1h|q_volr_1d,"beyond_1.0|(0.282, 0.563]|(1.221, 3.098]",q_zlast_5m,"(-0.001, 4.0]",0.936,0.299,220
through,3,station|btc_pi|uq,"beyond_0.5|up|(-0.037, 0.21]",q_zlast_5m,"(-0.001, 4.0]",0.935,0.299,107
through,3,station|btc_pi|q_net100_1d,"beyond_1.0|na|(6.787, 24.446]",q_pos100_1h,"(0.282, 0.563]",0.935,0.299,107
through,3,station|q_pos100_15m|q_volr_1d,"beyond_1.0|(0.519, 0.804]|(1.221, 3.098]",q_zlast_5m,"(-0.001, 4.0]",0.935,0.299,199
through,3,station|q_net20_1h|q_pos100_15m,"beyond_0.5|(0.582, 12.797]|(0.229, 0.519]",q_zlast_1h,"(5.0, 100.0]",0.934,0.299,106
through,3,station|q_pos100_5m|q_volr_1d,"beyond_1.0|(0.149, 0.502]|(1.221, 3.098]",q_zlast_5m,"(-0.001, 4.0]",0.934,0.299,137
through,3,station|q_pos100_15m|q_volr_1d,"beyond_1.0|(0.229, 0.519]|(1.221, 3.098]",q_zlast_5m,"(-0.001, 4.0]",0.934,0.299,151
through,3,station|hayden_btc|q_pos100_15m,"beyond_1.0|Chop|(0.229, 0.519]",q_volr_1d,"(1.221, 3.098]",0.933,0.299,104
through,3,station|q_net100_5m|q_volr_5m,"beyond_1.0|(-7.8790000000000004, -0.434]|(0.086, 0.801]",q_zlast_5m,"(-0.001, 4.0]",0.933,0.299,104
through,3,station|q_net100_1h|q_net20_15m,"beyond_1.0|(1.829, 22.804]|(0.302, 8.101]",q_pos100_5m,"(0.149, 0.502]",0.933,0.299,105
through,3,station|zone|kq,"beyond_1.0|10|(1.753, 17.486]",q_zlast_5m,"(-0.001, 4.0]",0.932,0.299,117
through,3,station|zone|q_net100_15m,"beyond_1.0|10|(-0.66, 0.032]",q_zt100_5m,"(13.0, 37.0]",0.932,0.299,103
through,3,station|q_net100_15m|q_net20_15m,"beyond_1.0|(0.032, 0.711]|(-9.517999999999999, -0.33]",q_zlast_15m,"(-0.001, 1.0]",0.932,0.299,118
through,3,station|q_net100_1d|q_pos100_4h,"beyond_1.0|(1.529, 6.787]|(0.827, 1.0]",q_zlast_5m,"(-0.001, 4.0]",0.932,0.299,133
through,3,station|q_net20_15m|q_volr_1d,"beyond_1.0|(-0.33, -0.013]|(1.221, 3.098]",q_zlast_15m,"(-0.001, 1.0]",0.932,0.299,147
