month,frame,family,n_test,brier,brier_base,skill,base
2025-06,4h,bounce,5318,0.0542,0.05347,-0.0137,0.0719
2025-06,4h,through,5318,0.12458,0.12157,-0.0248,0.8461
2025-06,1d,bounce,5318,0.05942,0.05817,-0.0215,0.0443
2025-06,1d,through,5318,0.09657,0.0944,-0.023,0.9235
2025-07,5m,bounce,7188,0.19267,0.20505,0.0604,0.2989
2025-07,5m,through,7188,0.19463,0.20776,0.0632,0.3086
2025-07,15m,bounce,7188,0.15618,0.16532,0.0553,0.2191
2025-07,15m,through,7188,0.24175,0.24997,0.0329,0.4993
2025-07,1h,bounce,7188,0.10078,0.10533,0.0432,0.1207
2025-07,1h,through,7188,0.2004,0.20915,0.0418,0.7181
2025-07,4h,bounce,7188,0.07124,0.07235,0.0153,0.0717
2025-07,4h,through,7188,0.13616,0.13626,0.0008,0.8462
2025-07,1d,bounce,7188,0.04004,0.03975,-0.0073,0.0445
2025-07,1d,through,7188,0.05455,0.05394,-0.0112,0.9232
2025-08,5m,bounce,6119,0.22319,0.23844,0.0639,0.2987
2025-08,5m,through,6119,0.14997,0.1697,0.1163,0.3084
2025-08,15m,bounce,6119,0.18197,0.19363,0.0602,0.2189
2025-08,15m,through,6119,0.23279,0.24981,0.0681,0.499
2025-08,1h,bounce,6119,0.10859,0.11028,0.0153,0.1207
2025-08,1h,through,6119,0.21279,0.21262,-0.0008,0.7179
2025-08,4h,bounce,6119,0.06562,0.06604,0.0063,0.0718
2025-08,4h,through,6119,0.1281,0.12991,0.0139,0.8461
2025-08,1d,bounce,6119,0.01236,0.0118,-0.0475,0.0444
2025-08,1d,through,6119,0.02735,0.02607,-0.0493,0.9235
2025-09,5m,bounce,4235,0.20941,0.22122,0.0534,0.2996
2025-09,5m,through,4235,0.14923,0.16701,0.1065,0.3071
2025-09,15m,bounce,4235,0.18896,0.20093,0.0595,0.2194
2025-09,15m,through,4235,0.2385,0.24956,0.0443,0.4979
2025-09,1h,bounce,4235,0.12242,0.12509,0.0214,0.1207
2025-09,1h,through,4235,0.22777,0.23575,0.0339,0.7176
2025-09,4h,bounce,4235,0.03703,0.0367,-0.0088,0.0718
2025-09,4h,through,4235,0.0836,0.08285,-0.0091,0.8461
2025-09,1d,bounce,4235,0.02012,0.0196,-0.0265,0.0441
2025-09,1d,through,4235,0.04617,0.04422,-0.0443,0.9241
2025-10,5m,bounce,6291,0.21006,0.22265,0.0565,0.2998
2025-10,5m,through,6291,0.17664,0.19468,0.0926,0.3062
2025-10,15m,bounce,6291,0.17755,0.18647,0.0479,0.2198
2025-10,15m,through,6291,0.24181,0.24988,0.0323,0.4971
2025-10,1h,bounce,6291,0.11245,0.11826,0.0491,0.1209
2025-10,1h,through,6291,0.20693,0.216,0.042,0.717
2025-10,4h,bounce,6291,0.0598,0.06137,0.0257,0.0715
2025-10,4h,through,6291,0.13083,0.13405,0.0241,0.8467
2025-10,1d,bounce,6291,0.07458,0.0753,0.0096,0.0439
2025-10,1d,through,6291,0.13895,0.13941,0.0033,0.9243
2025-11,5m,bounce,4408,0.22758,0.23989,0.0513,0.3002
2025-11,5m,through,4408,0.14353,0.16009,0.1034,0.3056
2025-11,15m,bounce,4408,0.19565,0.20516,0.0464,0.2201
2025-11,15m,through,4408,0.23329,0.24937,0.0645,0.4969
2025-11,1h,bounce,4408,0.11667,0.1228,0.0499,0.1211
2025-11,1h,through,4408,0.21676,0.22558,0.0391,0.7167
2025-11,4h,bounce,4408,0.07517,0.07685,0.022,0.0715
2025-11,4h,through,4408,0.14897,0.15484,0.0379,0.8466
2025-11,1d,bounce,4408,0.05491,0.05531,0.0071,0.0443
2025-11,1d,through,4408,0.09628,0.0975,0.0125,0.9234
2025-12,5m,bounce,3658,0.21302,0.22641,0.0591,0.3008
2025-12,5m,through,3658,0.16774,0.17888,0.0623,0.3046
2025-12,15m,bounce,3658,0.18275,0.19165,0.0464,0.2206
2025-12,15m,through,3658,0.2409,0.24947,0.0344,0.4961
2025-12,1h,bounce,3658,0.11305,0.11472,0.0146,0.1213
2025-12,1h,through,3658,0.21499,0.22157,0.0297,0.7163
2025-12,4h,bounce,3658,0.07528,0.07563,0.0046,0.0716
2025-12,4h,through,3658,0.15334,0.15597,0.0169,0.8463
2025-12,1d,bounce,3658,0.0088,0.0087,-0.012,0.0444
2025-12,1d,through,3658,0.02148,0.02118,-0.0142,0.9231
2026-01,5m,bounce,5446,0.19588,0.20658,0.0518,0.301
2026-01,5m,through,5446,0.19569,0.20758,0.0573,0.304
2026-01,15m,bounce,5446,0.16457,0.17118,0.0386,0.2208
2026-01,15m,through,5446,0.2451,0.24972,0.0185,0.4956
2026-01,1h,bounce,5446,0.1286,0.1332,0.0346,0.1214
2026-01,1h,through,5446,0.22056,0.22288,0.0104,0.716
2026-01,4h,bounce,5446,0.10426,0.1055,0.0117,0.0716
2026-01,4h,through,5446,0.17002,0.1748,0.0273,0.8461
2026-01,1d,bounce,5446,0.12533,0.12466,-0.0054,0.0442
2026-01,1d,through,5446,0.1794,0.17693,-0.014,0.9235
2026-02,5m,bounce,5610,0.21326,0.2193,0.0275,0.3009
2026-02,5m,through,5610,0.17606,0.18995,0.0731,0.3039
2026-02,15m,bounce,5610,0.18113,0.18681,0.0304,0.2208
2026-02,15m,through,5610,0.24211,0.24996,0.0314,0.4954
2026-02,1h,bounce,5610,0.09337,0.09398,0.0065,0.1217
2026-02,1h,through,5610,0.19909,0.19948,0.002,0.7156
2026-02,4h,bounce,5610,0.06173,0.06195,0.0035,0.0721
2026-02,4h,through,5610,0.13466,0.13596,0.0095,0.8454
2026-02,1d,bounce,5610,0.01031,0.00852,-0.2112,0.045
2026-02,1d,through,5610,0.02932,0.02456,-0.194,0.9223
2026-03,5m,bounce,4230,0.2233,0.23257,0.0398,0.3012
2026-03,5m,through,4230,0.128,0.14977,0.1453,0.3034
2026-03,15m,bounce,4230,0.2055,0.21478,0.0432,0.2211
2026-03,15m,through,4230,0.22943,0.24875,0.0777,0.4953
2026-03,1h,bounce,4230,0.10629,0.10299,-0.0321,0.1215
2026-03,1h,through,4230,0.20976,0.20923,-0.0025,0.7156
2026-03,4h,bounce,4230,0.05653,0.05395,-0.0477,0.072
2026-03,4h,through,4230,0.13541,0.13087,-0.0347,0.8453
2026-03,1d,bounce,4230,0.00305,0.00243,-0.2567,0.0447
2026-03,1d,through,4230,0.0104,0.00916,-0.1357,0.9228
2026-04,5m,bounce,3210,0.21532,0.22484,0.0424,0.3016
2026-04,5m,through,3210,0.11572,0.14296,0.1905,0.3022
2026-04,15m,bounce,3210,0.20973,0.21926,0.0435,0.2216
2026-04,15m,through,3210,0.22299,0.24796,0.1007,0.4944
2026-04,1h,bounce,3210,0.12046,0.12324,0.0226,0.1215
2026-04,1h,through,3210,0.23909,0.25335,0.0563,0.7155
2026-04,4h,bounce,3210,0.073,0.07212,-0.0122,0.0719
2026-04,4h,through,3210,0.16896,0.17303,0.0235,0.8453
2026-04,1d,bounce,3210,0.00644,0.00509,-0.2656,0.0443
2026-04,1d,through,3210,0.02261,0.02012,-0.124,0.9234
2026-05,5m,bounce,5193,0.21407,0.22245,0.0377,0.3018
2026-05,5m,through,5193,0.14075,0.15773,0.1076,0.3012
2026-05,15m,bounce,5193,0.18492,0.18879,0.0205,0.2221
2026-05,15m,through,5193,0.23386,0.24855,0.0591,0.4934
2026-05,1h,bounce,5193,0.10808,0.10791,-0.0016,0.1216
2026-05,1h,through,5193,0.21724,0.21578,-0.0068,0.7149
2026-05,4h,bounce,5193,0.08449,0.08249,-0.0242,0.0719
2026-05,4h,through,5193,0.16885,0.1646,-0.0258,0.845
2026-05,1d,bounce,5193,0.1041,0.10484,0.0071,0.0441
2026-05,1d,through,5193,0.17015,0.17227,0.0123,0.9237
2026-06,5m,bounce,5165,0.19546,0.20429,0.0432,0.302
2026-06,5m,through,5165,0.19736,0.21592,0.086,0.3
2026-06,15m,bounce,5165,0.17158,0.18189,0.0567,0.2224
2026-06,15m,through,5165,0.22829,0.2493,0.0843,0.4924
2026-06,1h,bounce,5165,0.11315,0.11633,0.0273,0.1216
2026-06,1h,through,5165,0.21369,0.22547,0.0522,0.7146
2026-06,4h,bounce,5165,0.05478,0.05424,-0.0099,0.0721
2026-06,4h,through,5165,0.12692,0.12529,-0.0129,0.8446
2026-06,1d,bounce,5165,0.05196,0.05189,-0.0013,0.0447
2026-06,1d,through,5165,0.09679,0.09583,-0.01,0.9226
2026-07,5m,bounce,2966,0.22219,0.2302,0.0348,0.3019
2026-07,5m,through,2966,0.11792,0.14306,0.1758,0.3002
2026-07,15m,bounce,2966,0.19555,0.20351,0.0391,0.2225
2026-07,15m,through,2966,0.23961,0.24826,0.0348,0.492
2026-07,1h,bounce,2966,0.12099,0.1245,0.0282,0.1217
2026-07,1h,through,2966,0.23317,0.2423,0.0377,0.7142
2026-07,4h,bounce,2895,0.09928,0.1001,0.0082,0.072
2026-07,4h,through,2895,0.18975,0.19247,0.0141,0.8446
2026-07,1d,bounce,2431,0.12797,0.12634,-0.0129,0.0448
2026-07,1d,through,2431,0.21119,0.20826,-0.0141,0.9224
